Record Sequence Number,EQID,YEAR,MODY,HRMN,Station Name,Station Sequence Number,Station ID  No.,Station Type,Station Network,Earthquake Magnitude,Magnitude Type,Mo (dyne.cm),Strike (deg),Dip (deg),Rake Angle (deg),Mechanism,Hypocenter Latitude (deg),Hypocenter Longitude (deg),Hypocenter Depth (km),Finite Rupture Model: 1=Yes;  0=No,Depth to Top Of Fault Rupture Model,Fault Rupture Width (km),Fault Rupture Area (km^2),Fault Name,Slip Rate (mm/Yr),EpiD      (km),HypD           (km),Joyner-Boore Dist. (km),FW/HW Indicator,Source to Site Azimuth (deg),Vs30 (m/s) selected for analysis,Preferred NEHRP Based on Vs30,Surface Geological Unit,Station Latitude,Station Longitude,Depth to Top Judea (km),Depth to Vs=1100,File Name (Horizontal 1),File Name (Horizontal 2),File Name (Vertical),H1 azimth (degrees),H2 azimith (degrees),Type of Recording,Instrument Model,Type of Filter,npass,HP (Hz),LP (Hz),Factor,Lowest Usable Freq - V (Hz),PGA (g),PGV (cm/sec),PGD (cm),f 0.01 Hz,0.012,0.014,0.017,0.021,0.025,0.030,0.036,0.044,0.052,0.063,0.076,0.091,0.110,0.130,0.160,0.190,0.230,0.280,0.330,0.400,0.480,0.580,0.690,0.830,1.00,1.20,1.450,1.740,2.090,2.510,3.020,3.630,4.370,5.250,6.310,7.590,9.120,10.970,13.180,15.850,19.060,22.910,27.540,33.110,39.810,47.860,57.540,69.180,83.180,100.00
445,,2008,0404,1417,IS_MZDA__SHE,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,291.820976,,,,,,,,31.3106,35.3629,,,,,,,,,,,,0.37912772913214499,8.5426199142600368,,,3.5310585200813459e-07,2.6925176304385585e-09,2.7377771476393482e-10,2.2233319047634539e-12,2.2236387509033116e-12,2.2240009805659404e-12,2.2246599556647731e-12,2.225728106137528e-12,2.2270265356210892e-12,2.2289876208796219e-12,2.2318639944598771e-12,2.2365580074625872e-12,2.2421961389616274e-12,2.2514038254385217e-12,2.2663534182975497e-12,2.2874063419946124e-12,2.3247479318065205e-12,2.3044291536647009e-12,2.5141644673893939e-12,2.5985933721697612e-12,5.3007360057541894e-12,2.0465588966020168e-11,2.5301963640233446e-11,4.4937711696570499e-11,1.5044911762817676e-10,8.0264778432833327e-11,3.1266699954708573e-10,3.6274848352057779e-10,1.316488289478309e-10,3.5847136877229291e-10,1.3954493132013683e-09,1.4994191463726479e-09,4.4839486751300582e-10,5.2682740652942847e-10,1.0903202964913156e-09,8.1897720188389096e-10,8.9095530761341073e-10,4.8113957503475578e-10,2.7367392341605992e-10,2.5949176929154423e-10,2.109714385517962e-10,4.7770259538129541e-11,3.145781191874485e-11,2.5780541207877283e-13,2.3225063581743892e-14,,,,,,,,,
446,,2008,0404,1417,IS_MMLI__BHE,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,416.275672,,,,,,,,32.438,35.422,,,,,,,,,,,,0.16138196526315954,12.451936994525948,,,3.9908556308868009e-05,2.9432042192847903e-07,6.1874628353489352e-08,4.3061852760893117e-10,4.3151043493522412e-10,4.3263396665324367e-10,4.3459690591406864e-10,4.3835338766612623e-10,4.4259228790962095e-10,4.4744617598148755e-10,4.5573701200390215e-10,4.6834246176958506e-10,4.6641619662356367e-10,5.6158450587837714e-10,7.0431786808560517e-10,7.0654050080001422e-10,1.1527470597777369e-09,8.1616370386494903e-09,5.1095528193467227e-09,1.3754122857281797e-08,2.7071079806133356e-08,4.7419472747726547e-08,8.0758631703015985e-08,6.6139092183750084e-08,1.0365664887466951e-07,3.0090709843156902e-08,1.819506413632663e-08,5.3645138408217595e-08,9.9090532184657067e-08,5.5442353844202571e-08,1.3583139435883701e-07,8.1038334912272465e-08,5.5440127209139399e-08,2.5119170653016791e-08,1.3571818986279935e-07,9.576337831843353e-08,5.5536679324444142e-08,9.6912476571281842e-08,1.426835142912208e-08,9.6388489670031903e-08,6.5579428538998324e-08,2.0901149320945622e-08,9.3703131051802908e-09,2.5819932944663895e-09,1.2622753032972633e-11,,,,,,,,,
447,,2008,0404,1417,IS_EIL__BHN,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,106.393553,,,,,,,,29.6712,34.952,,,,,,,,,,,,0.2181582617087067,12.76869862473219,,,0.0046639557413699377,5.0869732484019223e-05,6.3495257988207475e-06,9.7371865999975275e-11,1.0816510081377405e-10,1.196632577177993e-10,1.4046016631708516e-10,1.8250014501215577e-10,2.2091776396987969e-10,2.7562935006378928e-10,3.6473855531998608e-10,5.7217821598347235e-10,7.120053346071831e-10,1.3877556062716383e-09,3.1587518700487461e-09,1.4372011704892565e-08,5.3509615942532736e-08,1.3343113588080572e-07,4.6485734111511422e-08,1.2194283727148929e-07,2.2122900588079514e-07,2.059308281167509e-06,8.1556525141053561e-07,2.1132746135495709e-06,3.3440790557672075e-06,3.4127497111558523e-06,5.8439233090547444e-06,1.8254822333352961e-05,9.9148348873376175e-06,1.5647266632704594e-05,1.2937565312185305e-05,1.1660033162133531e-05,1.7248139323706999e-05,1.3881411757755242e-05,5.782106117785381e-06,5.2291686257766545e-06,2.4737193506033147e-06,1.7695414834956841e-06,1.1704589816354527e-05,1.8305051582134476e-06,8.287669688264716e-06,5.9780437694458138e-06,9.1552134917277577e-07,3.1483694401280545e-07,2.5716471641859252e-12,,,,,,,,,
448,,2008,0404,1417,IS_DSI__SHN,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,323.19694,,,,,,,,31.5933,35.3922,,,,,,,,,,,,0.2181582617087067,12.143033481526487,,,0.00026866438903202865,2.2314371911141697e-06,2.6698345763143121e-07,1.672023337717904e-09,1.6670981904321702e-09,1.6692415823290731e-09,1.6777903585835539e-09,1.6743587101954171e-09,1.6639706842886849e-09,1.6430629546423837e-09,1.6906137442141255e-09,1.5382540825390806e-09,1.6800471886550315e-09,2.6080563862139274e-09,2.9964041707574231e-09,1.8860818389420431e-09,2.3403070915400707e-09,4.7984505188990858e-09,1.6375209067055201e-08,3.0063378786370582e-08,1.2557199250009424e-08,1.7595881126538521e-07,1.6632216239710543e-07,2.7242058837461516e-07,4.6841734391788371e-08,1.8527852192101144e-07,3.5790049553937755e-07,3.374467710033339e-07,3.4657741831659442e-07,5.6681003064221803e-07,1.3467233101612351e-06,9.82892234069917e-07,1.0807882797336924e-06,1.0571605911724677e-06,7.5950282862088434e-07,2.7292600181210834e-07,2.3459825418058625e-07,2.2621759923587448e-07,1.3157436012347844e-06,7.9952725355081695e-07,6.6789507907373595e-07,5.4997931027077408e-08,3.439846793213415e-08,6.5947286182457837e-09,3.9392531612424409e-10,,,,,,,,,
449,,2008,0404,1417,IS_SLTI__SHN,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,391.291424,,,,,,,,32.2408,35.041,,,,,,,,,,,,0.18763477559595848,12.76869862473219,,,2.2073591084245904e-07,1.6982704183694016e-09,6.9724453071405539e-09,2.2949586345018571e-11,2.2820883300203109e-11,2.2957451936987778e-11,2.3486797024323518e-11,2.5351661404811504e-11,3.3939246358626267e-11,2.358932863628936e-11,3.9730214178532591e-11,2.3092411364995766e-11,1.9076658622360282e-11,4.2966646216082101e-11,4.435534110998107e-11,3.7050896315478896e-11,9.2531813130360972e-11,5.4189020077866426e-11,1.0531542841398221e-10,7.9689046929641566e-11,5.7430771991800426e-11,1.5070748261783513e-10,2.053927479374879e-10,2.136452387402008e-10,1.4336759425613398e-10,1.8721059207124946e-10,1.0702151462700548e-10,2.6940567202660444e-10,3.3727619513431465e-10,3.4380604672900981e-10,1.0414650207656641e-09,8.020576423487216e-10,2.2204403451746047e-10,4.7610131440377877e-10,2.8560206877272075e-10,9.43534138693223e-11,1.0487256016489101e-10,1.2182894476004073e-10,1.4587505023100003e-10,1.3401588330712038e-10,2.2890506125239913e-11,6.8892879606629622e-11,3.9541634973797775e-11,5.6098737780367654e-12,2.7841212221050341e-14,,,,,,,,,
450,,2008,0404,1417,IS_HRFI__BHN,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,147.822005,,,,,,,,30.04,35.03,,,,,,,,,,,,0.31799295261837968,13.768156780330239,,,0.00035513804604609257,1.8538954466427404e-06,2.4041091874283176e-07,8.3906380343303169e-11,8.2834513944432496e-11,8.1608666319207004e-11,7.9429799891967929e-11,7.584673064943965e-11,7.1561474242133802e-11,6.520901874106708e-11,5.6333754380286092e-11,4.2092375374037652e-11,2.9698140018570118e-11,2.992341848337412e-11,4.069655326983798e-11,1.5396655512976669e-11,7.3623519158047023e-10,1.9817839676822501e-09,1.0138110658727425e-09,8.1837994893571746e-09,5.2481581712164408e-09,5.8895740776455479e-08,3.5184434971349821e-08,6.960239101203019e-08,2.5459407229767438e-07,7.4416131219313416e-07,4.736805483223014e-07,1.5386439934467758e-07,5.2319523913946304e-07,8.5598926361568311e-07,7.3780905588587012e-07,1.1471443567721093e-07,2.9370442331834573e-07,5.5576007900174803e-07,6.833803255333706e-07,2.4365008549882139e-07,4.1829665997661076e-07,3.1152304141932207e-07,8.5692601945815159e-07,1.7296825633911646e-07,7.0053654940995339e-07,2.6740871471234262e-07,1.8262658765003298e-08,2.5645550272200485e-08,1.8465776238848917e-12,,,,,,,,,
451,,2008,0404,1417,IS_SLTI__SHE,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,391.291424,,,,,,,,32.2408,35.041,,,,,,,,,,,,0.47530572792954845,13.768156780330239,,,2.4456531630143428e-07,1.8189907637572612e-09,1.7535943730923675e-09,2.8770907039731898e-12,2.877073391222532e-12,2.8746522521287474e-12,2.8624374165574318e-12,2.8979078878343111e-12,2.9825866829366387e-12,2.741731574367517e-12,4.3314557574239894e-12,2.3625737440372603e-12,3.247107920045329e-12,2.0915239654916718e-12,3.4886874253733314e-12,4.0316824904030181e-12,3.0626144895610855e-12,2.4053287442200156e-12,4.9872409385038735e-12,7.359124043464224e-12,1.0449052594301959e-11,3.2823603997688737e-11,9.7539677718578656e-11,1.100109299112811e-10,4.819915345357932e-11,1.7016396872446851e-10,3.0739460414514606e-10,3.3834788782058199e-10,3.0782561555483607e-10,2.1263681143357344e-10,4.1765427273652538e-10,1.1125198164670062e-09,2.6334871479679666e-10,9.375923077026347e-10,3.5186268900217756e-10,1.6022376380465865e-10,1.9075659160119774e-10,2.862277697515334e-10,2.1792017360172757e-10,1.0950233286047437e-10,6.9358151399490889e-11,5.1200353841605394e-11,5.2578362050112836e-11,1.5235428798797514e-11,2.8748792574607595e-13,,,,,,,,,
452,,2008,0404,1417,IS_HRFI__BHE,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,147.822005,,,,,,,,30.04,35.03,,,,,,,,,,,,0.14595403695435244,13.426600924495034,,,0.00030311659254392791,1.755541511870222e-06,2.4368753285925905e-07,4.0147806655186497e-11,4.1568748636984822e-11,4.3102222656812699e-11,4.6040065411159916e-11,5.0720921668189787e-11,5.6258275469132629e-11,6.4659886512595888e-11,7.9525606295168796e-11,7.5426677352125532e-11,1.7845298438049856e-10,1.9782645691109917e-10,5.1545478069713625e-10,2.7493286492921216e-09,8.0390889562708623e-09,8.0651571489998553e-09,1.8941565583038972e-08,6.4680360091413069e-08,8.2623159160793925e-08,2.1411814899606397e-07,2.4665969718536055e-08,6.8273722384337763e-08,2.2042579510509462e-07,3.7990167536406529e-07,1.9731485974632474e-07,7.3984782731434108e-07,7.8316653341642799e-07,1.3913267851382021e-06,5.664298228369764e-07,9.5081702409644454e-07,7.0872365606634241e-07,3.7916264582141796e-07,7.2538546460581752e-07,7.1819692502188164e-07,3.9821781619977335e-07,4.695080866069202e-07,7.9641565781476211e-07,7.4872440935203351e-07,5.1507524108544765e-07,3.1348134879057459e-07,9.929051112968744e-08,1.4082318666668324e-08,5.5208537452426823e-13,,,,,,,,,
453,,2008,0404,1417,IS_HRFI__BHZ,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,147.822005,,,,,,,,30.04,35.03,,,,,,,,,,,,0.2181582617087067,12.143033481526487,,,0.00029173188717614677,1.2354945896771705e-06,1.5366878090771356e-07,5.1185100646764173e-11,5.1099460500675844e-11,5.0989938286454048e-11,5.0804285883492452e-11,5.0505407697522216e-11,5.0087585803100862e-11,4.9396732773549045e-11,4.8921899672797059e-11,4.7072753587482488e-11,4.6858371167924602e-11,6.488267916788613e-11,1.1117008801827358e-10,4.901901394315911e-10,1.9740092693611024e-09,7.1910620321155656e-09,3.8022884368631973e-09,2.207831197855679e-08,3.3938337896772562e-08,5.7000766716336273e-08,3.5388268592831714e-08,6.1525973928925945e-08,2.1350788136878486e-07,1.5114845675623579e-07,4.1360532620089302e-07,2.2342873238619699e-07,6.91765627790657e-07,1.8039357031946173e-07,4.4559482805042779e-07,6.4956247658457739e-07,4.3268636893562841e-07,1.3156818710746693e-06,4.5674586496108375e-07,4.597104451605461e-07,3.5162069783026488e-07,2.6987522606860562e-07,8.3656329605281283e-07,8.6563048988649449e-07,4.3040532790741241e-07,2.5729486640648727e-07,2.7857789811777691e-07,1.8605144617991367e-08,3.6098534252834156e-11,,,,,,,,,
454,,2008,0404,1417,IS_MMB1__BHZ,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,479.674993,,,,,,,,33.01513,35.41081,,,,,,,,,,,,0.32608229374737568,13.093518272772499,,,5.2167757411832206e-06,2.909493895688021e-08,2.8053504076433777e-09,5.5102719272554197e-11,5.512487992449987e-11,5.5151387494246598e-11,5.5199199963133307e-11,5.5276763890701558e-11,5.5371526088039476e-11,5.5512785246384156e-11,5.5716910655242116e-11,5.6049415070675037e-11,5.6451941984387605e-11,5.7110053062345962e-11,5.812671442791416e-11,5.9462464961258235e-11,6.2028923738960802e-11,6.8074629903086047e-11,6.9284825015045723e-11,1.0714623948873015e-10,1.6089156826722313e-10,7.2855604609791349e-10,1.1406350946090253e-09,2.4490903558380554e-09,1.5307824689853457e-09,3.4371265165473989e-09,4.6556749542664895e-09,3.0686967104302299e-09,5.3508687334654981e-09,1.2940374479025023e-08,7.0043997468680513e-09,5.6150386036306819e-09,6.1788647576549769e-09,2.2170795474427162e-08,1.4386566746077308e-08,6.2899810153904655e-09,1.4317439153846908e-08,8.4470203332964691e-09,1.2862708838489413e-08,1.3045128846055531e-08,6.6749285587324222e-09,3.6797017471836346e-09,2.3445198335930761e-09,3.4031450073235441e-10,3.2078607420391648e-11,,,,,,,,,
455,,2008,0404,1417,IS_MMC2__BHZ,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,480.970882,,,,,,,,33.02681,35.41164,,,,,,,,,,,,0.36055050275127792,10.709731483021109,,,6.3209883643863756e-06,4.4582787227848638e-08,3.882839319438689e-09,3.5669172890629448e-11,3.5671119950759649e-11,3.5673523856835363e-11,3.5677704109755422e-11,3.5684480779583988e-11,3.5692675472625626e-11,3.5704956518735885e-11,3.5722464103555757e-11,3.5750433068978097e-11,3.5783496972018523e-11,3.5836815404199195e-11,3.591016745924236e-11,3.6006815448658619e-11,3.6133094133626509e-11,3.6477494455612833e-11,3.626334386830202e-11,3.1362461803347311e-11,4.6160407503400964e-11,3.2372456781718388e-10,6.0777118872244941e-10,3.2587402758046494e-09,2.3212920735258308e-09,6.0333073060886437e-09,1.0184532156806699e-08,1.2083014505746698e-08,5.0605290757242163e-09,9.4370140499242591e-09,2.423263229473202e-08,8.8988398170776196e-09,3.1815604607716611e-08,4.8427327306638325e-09,1.9155226919255788e-08,2.7496884609196238e-09,1.3001155475969391e-08,8.6031464623793606e-09,1.5199742083315621e-08,2.778271378298368e-08,4.518475821957242e-09,4.2625463509060084e-09,2.1874719427591454e-10,2.6116372671159821e-11,2.597491699376048e-11,,,,,,,,,
456,,2008,0404,1417,IS_MMA0B__BHZ,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,479.609581,,,,,,,,33.01527,35.40305,,,,,,,,,,,,0.31010428917460547,9.2112856408474109,,,1.9954602557892239e-06,1.8752439321186614e-08,3.3715220426002261e-09,9.6080170741437089e-13,9.6075640471648124e-13,9.6070296506176041e-13,9.6060677511625769e-13,9.6044823536093538e-13,9.6025268856730089e-13,9.5995487908996945e-13,9.5951509818086498e-13,9.5877887565099845e-13,9.5784438486452461e-13,9.5641477132393089e-13,9.5399968438672704e-13,9.6096058952136841e-13,9.2597002383322252e-13,1.3081311583888024e-12,3.4887504034563353e-12,2.0946349297307768e-11,4.3529856540039104e-11,4.2156175209614488e-10,8.4654981916952862e-10,3.7738526541022109e-09,6.7162612429402775e-09,9.4550719786884103e-09,7.0512005229459653e-09,6.3170369144095191e-09,5.9687825555623178e-09,2.8058380418280835e-09,1.1568060000629912e-08,6.424641992357027e-09,7.1073748919179623e-09,3.7603908353669524e-09,9.3712489713314118e-10,2.247414259829158e-09,1.815783659798204e-09,1.1804896847190132e-09,1.9009126824060713e-09,6.7523908361667928e-10,2.1903165493178365e-10,9.7960146151996244e-11,2.0447971140097993e-11,1.7173363056186557e-13,1.7897873211350942e-13,,,,,,,,,
457,,2008,0404,1417,IS_MBRI__SHE,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,119.670796,,,,,,,,29.79329,34.9152,,,,,,,,,,,,0.26009962067397546,12.451936994525948,,,1.2138036638433858e-08,7.0924782044074529e-11,8.3811161855239572e-12,2.7685774774544557e-15,2.770807796321946e-15,2.7811863370978663e-15,2.820687085679026e-15,2.8000507941167441e-15,2.8402491641436419e-15,2.8482454222647531e-15,2.9691961570971004e-15,2.9547034321101026e-15,3.46751365563323e-15,3.0394619022391651e-15,2.7277755307616755e-15,4.0286946927985112e-15,9.0826616686804405e-15,1.7748713679082622e-14,1.0371774724121079e-14,9.1606241381689531e-14,9.3646401642811003e-14,6.2314801443573136e-13,3.8041538085909301e-13,1.3169725517139472e-12,4.1371061344145413e-13,1.7339499547293753e-12,1.7498850884521458e-12,1.2593606188358807e-11,3.6482620045610925e-12,1.064102019459791e-11,2.6734322206431993e-11,3.2361702777496738e-11,1.8146028533997157e-11,1.7405566501259884e-11,2.8296735221962108e-11,1.7691614566823357e-11,8.0775057420016925e-12,5.8246660455886129e-12,1.2096599701228105e-11,2.364346747670427e-12,8.6516106015177598e-12,9.7575946153352093e-12,2.6471580535610795e-12,1.226156632662019e-13,4.677658665845236e-17,,,,,,,,,
458,,2008,0404,1417,IS_MMC4__BHZ,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,478.885854,,,,,,,,33.00722,35.41861,,,,,,,,,,,,0.14966692425061529,13.093518272772499,,,6.5017656805581254e-06,4.0197853371003531e-08,5.2979622976856157e-09,4.8294504016170616e-11,4.8321097364325892e-11,4.8352530718327237e-11,4.840910601895965e-11,4.8501405162953105e-11,4.8613866461848394e-11,4.8783309472765769e-11,4.9032957448580361e-11,4.943987140573681e-11,4.9968338380974497e-11,5.0685797078211677e-11,5.2203051116297634e-11,5.5941327350474338e-11,5.5438875043396513e-11,8.5031752128688358e-11,1.168807640522329e-10,2.8094270124911282e-10,1.1820066984103778e-10,6.764650380028702e-10,2.4239958785587699e-09,1.2090598798796438e-09,2.6910067565714392e-09,2.1474230554090529e-09,4.0744578616484444e-09,1.2373488287402375e-08,4.4889290611089556e-09,1.2839124857727689e-08,7.3189514107493579e-09,1.5194275329378666e-08,6.5039124572174926e-09,1.1237784788073995e-08,7.5711799605981481e-09,9.5699951185543054e-09,8.051081759534662e-09,1.4541103055236832e-08,1.1852368169034144e-08,8.837396692675586e-09,4.6773423541357726e-09,1.7200868999688373e-09,3.0713793948057376e-10,3.2133199451259138e-10,1.1876312667859381e-11,,,,,,,,,
459,,2008,0404,1417,IS_KRMI__SHZ,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,156.069296,,,,,,,,30.1178,34.7257,,,,,,,,,,,,0.19730258544942003,12.76869862473219,,,0.00030648086078570273,1.0163089827953285e-06,1.0165539733712907e-07,3.2281611611967761e-10,3.2183385540094667e-10,3.1897091524716904e-10,3.3044511291439885e-10,3.0483167305505817e-10,3.1187739865076111e-10,3.4749910526052336e-10,2.9189965169575442e-10,3.9433058258716129e-10,8.0432869312105917e-10,2.382631709214084e-10,1.2140639247076176e-09,4.5528481343712603e-10,1.6584079786489708e-09,2.9794449338016535e-09,2.0206079794245245e-09,2.6563704920493448e-09,9.3366226008383161e-09,3.299644087907007e-08,3.7619613427848439e-08,4.6324447166351175e-08,5.8280289844741133e-08,5.9093886851373293e-08,1.8047661679918775e-07,2.697725775557543e-07,8.9321920050470245e-08,2.2298207617506269e-07,2.1956828706691487e-07,6.6234058363037614e-08,1.8777132804624744e-07,3.2256457453993927e-07,3.5944907110224924e-07,1.0858736335214393e-07,5.2006327644986511e-07,4.6699184943887478e-07,1.114662635620231e-06,9.7244713337196793e-07,1.1610041258014229e-07,7.0346280004732687e-08,2.1414530369744349e-07,3.1530633820880929e-08,2.7516378679855999e-11,,,,,,,,,
460,,2008,0404,1417,IS_MMC3__BHZ,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,480.051466,,,,,,,,33.01826,35.41381,,,,,,,,,,,,0.37912772913214499,12.76869862473219,,,6.1553894325359289e-06,4.3840976368552341e-08,4.0221252960567587e-09,3.065475263973931e-11,3.0652535159031051e-11,3.0649971083841141e-11,3.0645211917340379e-11,3.063737525577001e-11,3.0627995203043528e-11,3.0613645294221509e-11,3.0592890356127467e-11,3.0558356921640848e-11,3.051826546939946e-11,3.04450105166855e-11,3.0321354710938819e-11,3.0240218309620121e-11,2.9973049961129843e-11,3.1728173494530823e-11,2.8618630872761707e-11,4.828723860646793e-11,3.6109821146396427e-11,2.713235610133879e-10,7.8942639375577933e-10,2.3952294647217817e-09,2.1371661891627896e-09,2.6461540594042934e-09,9.2400759610388152e-09,5.2160883563933478e-09,4.2995119125841174e-09,9.7380691316142621e-09,2.0823097469439637e-08,3.2696418474137417e-09,2.6730342823205498e-08,1.3337495891201546e-08,4.3301319135423185e-09,1.6060699482978865e-08,2.4758393046276575e-08,5.2093565050582947e-09,1.6221294580269778e-08,3.4312954890902414e-08,6.2173805841066982e-09,3.4830564744366142e-09,1.7828956872347174e-09,1.4839805850921009e-09,2.1849444649510647e-11,,,,,,,,,
461,,2008,0404,1417,IS_PRNI__SHE,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,182.052197,,,,,,,,30.3522,35.0052,,,,,,,,,,,,0.20746852549791509,14.11840138794345,,,0.00015036136918183452,1.2905007703988528e-06,3.0399901955857208e-07,3.3352880202673004e-10,3.3754037375698062e-10,3.4109805802274301e-10,3.4671155102008157e-10,3.5641116347218467e-10,3.8348981483606608e-10,4.0537623300980844e-10,4.4963581546621738e-10,4.0334780083051914e-10,5.0112809380834386e-10,5.8010337907286128e-10,7.3373892062131577e-10,1.0647710390422333e-09,1.8471854729012208e-09,8.3064992436596606e-10,1.5374380692656132e-08,5.4235842769521776e-08,7.271965600774899e-08,4.1195687225213875e-08,1.0368369229835053e-07,1.7655085529145769e-07,5.0557217099546714e-07,8.0227057467440217e-08,3.3826496495868001e-07,3.0901306889667691e-07,2.9101179974202561e-07,2.4000385993220105e-07,2.2561407977038419e-07,2.4930032232900834e-07,1.9799879083772893e-07,1.3537105446588219e-07,2.0428081007697981e-07,3.4304195272883476e-07,9.4783353012633158e-08,1.7292395326976383e-07,9.1023852803411731e-08,4.9734450602093947e-07,1.0603297659216247e-07,9.1845802333423082e-08,4.0048633368607558e-08,1.4293247704495474e-08,2.1327871122924423e-11,,,,,,,,,
462,,2008,0404,1417,IS_MBRI__SHN,,,,IS,3.5,,,,,,,28.7147,34.8601,,,,,,,,119.670796,,,,,,,,29.79329,34.9152,,,,,,,,,,,,0.14595403695435244,12.143033481526487,,,9.1108997604421709e-09,6.0386388007179572e-11,9.2652591624244668e-12,2.0851837895009945e-14,2.070373543298264e-14,2.0071395212611429e-14,2.0826121727695091e-14,2.1447108847873491e-14,2.0234684830122157e-14,2.323193205062562e-14,2.0492324363179407e-14,1.7605626006805038e-14,3.0437599585929931e-14,2.2428938480513688e-14,6.9103383490847551e-14,9.2105988938178707e-14,7.7756464695137194e-14,5.4861095448634061e-14,2.0771264810999097e-13,7.1880926942692619e-13,7.1865414227578324e-13,6.6523485259507213e-13,4.5771668371491035e-12,1.5874625760283487e-12,5.4888680160212714e-12,6.4582395136968511e-12,1.2379117220201225e-11,1.6321498395213856e-11,1.1998416623294809e-11,2.4140832643576591e-11,3.2358455014466147e-11,1.2423102318963086e-11,3.0409955080780747e-11,7.9724963405462183e-12,6.4263565335544791e-12,1.4648066277960278e-11,1.8182276873658687e-11,5.2231533112234348e-12,1.8108406592838242e-11,1.3152414216348298e-11,1.6802379711901158e-11,1.3476885223652497e-12,7.6654418977301372e-12,4.1805733771585154e-13,1.1888107152722433e-16,,,,,,,,,
